unique_id|competitor_name|extraction_date|product_name|brand|grammage_quantity|grammage_unit|breadcrumb|producthierarchy_level1|producthierarchy_level2|producthierarchy_level3|producthierarchy_level4|producthierarchy_level5|regular_price|selling_price|price_was|promotion_price|promotion_valid_from|promotion_valid_upto|promotion_type|percentage_discount|promotion_description|price_per_unit|currency|pdp_url|Fat %|variants|product_description|instructions|storage_instructions|country_of_origin|allergens|nutritional_score|organictype|upc|ingredients|servings_per_pack|img_urls
1226139|aldi|2025-05-08|Goudse kaas 48+ oud|Molenland|6200.0|Inhoudplakkeng|ALDI Supermarkten > Product > Goudse kaas 48+ oud|ALDI Supermarkten|Product|Goudse kaas 48+ oud|||2.95|2.95|None|||||||14.75|EUR|https://www.aldi.nl/product/goudse-kaas-48+-oud--1226139.html|||Gouda Holland kaas 48+ oud, 52-56 weken gerijpt ca. 6 plakken|||nl||||1226139|||https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/product_1226139_main_cms_1_nl_nl_goudse_kaas_48_oud_cw01_2024
1226138|aldi|2025-05-08|Goudse geraspte kaas 30+ jong belegen|Molenland|200.0|g|ALDI Supermarkten > Product > Goudse geraspte kaas 30+ jong belegen|ALDI Supermarkten|Product|Goudse geraspte kaas 30+ jong belegen|||2.39|2.39|None|||||||11.95|EUR|https://www.aldi.nl/product/goudse-geraspte-kaas-30+-jong-belegen--1226138.html||||||nl||||1226138|||https://s7g10.scene7.com/is/image/aldinord/product_1226138_main_cms_2_nl_nl_goudse_geraspte_kaas_30_jong_belegen_cw01_2024
1226128|aldi|2025-05-08|Edammer kaas 40+|molenland|17.0|Cakg|ALDI Supermarkten > Product > Edammer kaas 40+|ALDI Supermarkten|Product|Edammer kaas 40+|||15.99|15.99|None|||||||9.41|EUR|https://www.aldi.nl/product/edammer-kaas-40+--1226128.html|||Natuurgerijpt.|||nl||||1226128|||https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/product_1226128_main_cms_1_nl_nl_edammer_kaas_40_cw01_2024
1226121|aldi|2025-05-08|Goudse kaas 48+ jong|Molenland|12400.0|Inhoudcaplakkeng|ALDI Supermarkten > Product > Goudse kaas 48+ jong|ALDI Supermarkten|Product|Goudse kaas 48+ jong|||3.59|3.59|None|||||||8.98|EUR|https://www.aldi.nl/product/goudse-kaas-48+-jong-1226121.html|||Natuurgerijpt.|||nl||||1226121|||https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/product_1226121_main_cms_1_nl_nl_goudse_kaas_48_jong_cw01_2024
1226114|aldi|2025-05-08|Goudse kaas 48+ jong belegen|Molenland|15400.0|Inhoudcaplakkeng|ALDI Supermarkten > Product > Goudse kaas 48+ jong belegen|ALDI Supermarkten|Product|Goudse kaas 48+ jong belegen|||3.99|3.99|None|||||||9.98|EUR|https://www.aldi.nl/product/goudse-kaas-48+-jong-belegen--1226114.html|||Natuurgerijpt.|||nl||||1226114|||https://s7g10.scene7.com/is/image/aldinord/product_1226114_main_cms_2_nl_nl_goudse_kaas_48_jong_belegen_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem
1226094|aldi|2025-05-08|Goudse kaas 48+ extra belegen|molenland|800.0|g|ALDI Supermarkten > Product > Goudse kaas 48+ extra belegen|ALDI Supermarkten|Product|Goudse kaas 48+ extra belegen|||7.99|7.99|None|||||||None|EUR|https://www.aldi.nl/product/-goudse-kaas-48+-extra-belegen-1226094.html||||||nl||||1226094|||https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/product_1226094_main_cms_2_nl_nl_goudse_kaas_48_extra_belegen_cw01_2024
1225413|aldi|2025-05-08|Goudse kaasplakken 48+ belegen|molenland|8250.0|Inhoudcaplakkeng|ALDI Supermarkten > Product > Goudse kaasplakken 48+ belegen|ALDI Supermarkten|Product|Goudse kaasplakken 48+ belegen|||2.74|2.74|None|||||||10.96|EUR|https://www.aldi.nl/product/goudse-kaasplakken-48+-belegen-1225413.html|||Minimaal 16 weken natuurgerijpt. Ca. 8 plakken.|||nl||||1225413|||https://s7g10.scene7.com/is/image/aldinord/product_1225413_main_cms_1_nl_nl_goudse_kaasplakken_48_belegen_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem
1225412|aldi|2025-05-08|Goudse kaas 48+ extra belegen|molenland|8250.0|Inhoudcaplakkeng|ALDI Supermarkten > Product > Goudse kaas 48+ extra belegen|ALDI Supermarkten|Product|Goudse kaas 48+ extra belegen|||3.19|3.19|None|||||||12.76|EUR|https://www.aldi.nl/product/goudse-kaas-48+-extra-belegen-1225412.html|||Minimaal 30 weken natuurgerijpt. Ca. 8 plakken.|||nl||||1225412|||https://s7g10.scene7.com/is/image/aldinord/product_1225412_main_cms_1_nl_nl_goudse_kaas_48_extra_belegen_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem
1225402|aldi|2025-05-08|Kaasblokjes jong belegen 48+|Molenland|250.0|g|ALDI Supermarkten > Product > Kaasblokjes jong belegen 48+|ALDI Supermarkten|Product|Kaasblokjes jong belegen 48+|||2.79|2.79|None|||||||11.16|EUR|https://www.aldi.nl/product/kaasblokjes-jong-belegen-48+-1225402.html|||Kaasblokjes van Goudse 48+ kaas.|||nl||||1225402|||https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/product_1225402_main_cms_1_nl_nl_kaasblokjes_jong_belegen_48_cw01_2024
1225399|aldi|2025-05-08|Goudse kaasblokjes 48+ extra belegen|Molenland|250.0|g|ALDI Supermarkten > Product > Goudse kaasblokjes 48+ extra belegen|ALDI Supermarkten|Product|Goudse kaasblokjes 48+ extra belegen|||3.19|3.19|None|||||||12.76|EUR|https://www.aldi.nl/product/goudse-kaasblokjes-48+-extra-belegen-1225399.html||||||nl||||1225399|||https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/product_1225399_main_cms_1_nl_nl_goudse_kaasblokjes_48_extra_belegen_cw01_2024
1224865|aldi|2025-05-08|Plantaardige Goudse plakken|My vay|8200.0|Inhoudplakkeng|ALDI Supermarkten > Product > Plantaardige Goudse plakken|ALDI Supermarkten|Product|Plantaardige Goudse plakken|||1.65|1.65|None|||||||8.25|EUR|https://www.aldi.nl/product/plantaardige-goudse-plakken-1224865.html||||||nl||||1224865|||https://s7g10.scene7.com/is/image/aldinord/Vegan,https://s7g10.scene7.com/is/image/aldinord/variant_1224865_1_main_cms_1_nl_nl_plantaardig_goudse_plakken_cw01_2024
1223804|aldi|2025-05-08|Franse kaasspecialiteiten|Clovis lefranc|150200.0|g|ALDI Supermarkten > Product > BBQ > Franse kaasspecialiteiten|ALDI Supermarkten|Product|BBQ|||2.99|2.99|None|||||||None|EUR|https://www.aldi.nl/product/franse-kaasspecialiteiten-1223804.html|||Franse kazen van gepasteuriseerde melk.Chevre d'Anjou Geitenkaasje uit de Anjou, 150gBrique de brebis Zachte schapenkaas 50+ uit de Franse Pyreneeën, 150gSpecilité de Voges . Zachte koemelkkaas 50+ uit de Vogezen 200gTomme basque mixte harde snijkaas van koe- en schapenmelk|||nl||||1223804|||https://s7g10.scene7.com/is/image/aldinord/variant_1223804_1_main_cms_1_nl_nl_franse_kaasspecialiteiten_tomme_basque_mix_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1223804_main_cms_1_nl_nl_franse_kaasspecialiteiten_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1223803_1_main_cms_1_nl_nl_franse_kaasspecialiteiten_chevre_de_anjou_cendre_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1223801_1_main_cms_1_nl_nl_franse_kaasspecialiteiten_bisque_de_brebis_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1223802_1_main_cms_1_nl_nl_franse_kaasspecialiteiten_specialite_de_vosges_cw01_2024
1223803|aldi|2025-05-08|Franse kaasspecialiteiten|Clovis lefranc|150200.0|g|ALDI Supermarkten > Product > BBQ > Franse kaasspecialiteiten|ALDI Supermarkten|Product|BBQ|||2.99|2.99|None|||||||None|EUR|https://www.aldi.nl/product/franse-kaasspecialiteiten-1223803.html|||Franse kazen van gepasteuriseerde melk.Chevre d'Anjou Geitenkaasje uit de Anjou, 150gBrique de brebis Zachte schapenkaas 50+ uit de Franse Pyreneeën, 150gSpecilité de Voges . Zachte koemelkkaas 50+ uit de Vogezen 200gTomme basque mixte harde snijkaas van koe- en schapenmelk|||nl||||1223803|||https://s7g10.scene7.com/is/image/aldinord/variant_1223804_1_main_cms_1_nl_nl_franse_kaasspecialiteiten_tomme_basque_mix_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1223803_main_cms_1_nl_nl_franse_kaasspecialiteiten_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1223803_1_main_cms_1_nl_nl_franse_kaasspecialiteiten_chevre_de_anjou_cendre_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1223801_1_main_cms_1_nl_nl_franse_kaasspecialiteiten_bisque_de_brebis_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1223802_1_main_cms_1_nl_nl_franse_kaasspecialiteiten_specialite_de_vosges_cw01_2024
1223802|aldi|2025-05-08|Franse kaasspecialiteiten|Clovis lefranc|150200.0|g|ALDI Supermarkten > Product > BBQ > Franse kaasspecialiteiten|ALDI Supermarkten|Product|BBQ|||2.99|2.99|None|||||||None|EUR|https://www.aldi.nl/product/franse-kaasspecialiteiten-1223802.html|||Franse kazen van gepasteuriseerde melk.Chevre d'Anjou Geitenkaasje uit de Anjou, 150gBrique de brebis Zachte schapenkaas 50+ uit de Franse Pyreneeën, 150gSpecilité de Voges . Zachte koemelkkaas 50+ uit de Vogezen 200gTomme basque mixte harde snijkaas van koe- en schapenmelk|||nl||||1223802|||https://s7g10.scene7.com/is/image/aldinord/variant_1223804_1_main_cms_1_nl_nl_franse_kaasspecialiteiten_tomme_basque_mix_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1223803_1_main_cms_1_nl_nl_franse_kaasspecialiteiten_chevre_de_anjou_cendre_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1223801_1_main_cms_1_nl_nl_franse_kaasspecialiteiten_bisque_de_brebis_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1223802_1_main_cms_1_nl_nl_franse_kaasspecialiteiten_specialite_de_vosges_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1223802_main_cms_1_nl_nl_franse_kaasspecialiteiten_cw01_2024
1223801|aldi|2025-05-08|Franse kaasspecialiteit||150200.0|g|ALDI Supermarkten > Product > Franse kaasspecialiteit|ALDI Supermarkten|Product|Franse kaasspecialiteit|||2.99|2.99|None|||||||19.93|EUR|https://www.aldi.nl/product/franse-kaasspecialiteit-1223801.html|||Franse kazen van gepasteuriseerde melk. Chevre d'Anjou Geitenkaasje uit de Anjou, 150g Brique de brebis Zachte schapenkaas 50+ uit de Franse Pyreneeën, 150g Specilité de Voges. Zachte koemelkkaas 50+ uit de Vogezen 200g Tomme basque mixte harde snijkaas van koe- en schapenmelk.|||nl||||1223801|||https://s7g10.scene7.com/is/image/aldinord/product_1223801_main_cms_2_nl_nl_franse_kaasspecialiteit_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1223801_main_cms_6_nl_nl_franse_kaasspecialiteit_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1223801_main_cms_5_nl_nl_franse_kaasspecialiteit_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1223801_main_cms_3_nl_nl_franse_kaasspecialiteit_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1223801_main_cms_4_nl_nl_franse_kaasspecialiteit_cw01_2024
1223202|aldi|2025-05-08|Vintage cheddar 48+|Gourmet|250.0|g|ALDI Supermarkten > Product > Vintage cheddar 48+|ALDI Supermarkten|Product|Vintage cheddar 48+|||3.99|3.99|None|||||||15.96|EUR|https://www.aldi.nl/product/vintage-cheddar-48+-1223202.html|||Natuurgerijpt.|||nl||||1223202|||https://s7g10.scene7.com/is/image/aldinord/product_1223202_main_cms_1_nl_nl_vintage_cheddar_48_cw01_2024
1222343|aldi|2025-05-08|Zuivelspread|Valblanc|200.0|g|ALDI Supermarkten > Product > Zuivelspread|ALDI Supermarkten|Product|Zuivelspread|||1.39|1.39|None|||||||6.95|EUR|https://www.aldi.nl/product/zuivelspread---1222343.html|||Zuivelspread Zuivelspread is lekker romig broodbeleg, gemaakt van zuivel. Makkelijk smeerbaar en heerlijk op de dagelijkse boterham, of op een stukje stokbrood bij de borrel. En wist je dat deze spread ook zeer geschikt is om mee te koken? Zo maakt hij pastagerechten heerlijk smeuïg, bijvoorbeeld met pesto en tomaatjes. Zuivelspread is vergelijkbaar met roomkaas, maar heeft een lager vetgehalte en minder verzadigde vetten dan roomkaas. Bewust genieten dus. ALDI verkoopt verschillende soorten zuivelspread. Naturel of met bieslook, of liever een nog lichtere light variant? Ze liggen allemaal in de schappen bij ALDI. Proef de zuivelspread van ALDI, voor prijzen even zacht als onze zuivelspread. Zuivelspread light, licht en toch romig Zuivelspread light is het lichte alternatief voor gewone zuivelspread. Een portie van deze spread bevat slechts 40 calorieën. Fijn voor wie lekker en bewust wil eten. Ook zuivelspread light is niet alleen heerlijk op een verse boterham of broodje, maar ook door de pasta en in andere gerechten. Denk aan een spaghetti met zalm en courgette, of een krieltjessalade met zuivelspread. Kortom, met zuivelspread light is het fijn variëren. ALDI verkoopt twee soorten zuivelspread light. Zowel onze zuivelspread naturel als die met bieslook zijn verkrijgbaar in de light variant. Probeer ze allebei bij ALDI.|||nl||||1222343|||https://s7g10.scene7.com/is/image/aldinord/variant_1222343_2_main_cms_7_nl_nl_zuivelspread_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1222343_4_main_cms_3_nl_nl_zuivelspread_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1222343_1_main_cms_5_nl_nl_zuivelspread_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1222343_main_cms_8_nl_nl_zuivelspread_cw01_2024
1221524|aldi|2025-05-08|Cottage cheese|Milsani|200.0|g|ALDI Supermarkten > Product > Cottage cheese|ALDI Supermarkten|Product|Cottage cheese|||0.89|0.89|None|||||||4.45|EUR|"https://www.aldi.nl/product/cottage-cheese-
-1221524.html"||||||nl||||1221524|||https://s7g10.scene7.com/is/image/aldinord/product_1221524_main_cms_14_nl_nl_cottage_cheese_,https://s7g10.scene7.com/is/image/aldinord/product_1221524_main_cms_12_nl_nl_cottage_cheese_,https://s7g10.scene7.com/is/image/aldinord/_cw01_2024
1219829|aldi|2025-05-08|Hollandse geitenkaasplakken||200.0|g|ALDI Supermarkten > Product > Hollandse geitenkaasplakken|ALDI Supermarkten|Product|Hollandse geitenkaasplakken|||3.49|3.49|None|||||||17.45|EUR|https://www.aldi.nl/product/hollandse-geitenkaasplakken--1219829.html|||Natuurgerijpte Hollandse geitenkaas 50+ plakken, mild of pittig.|||nl||||1219829|||https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/variant_1219829_2_main_cms_4_nl_nl_hollandse_geitenkaasplakken_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Vegetarisch,https://s7g10.scene7.com/is/image/aldinord/variant_1219829_1_main_cms_3_nl_nl_hollandse_geitenkaasplakken_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1219829_main_cms_5_nl_nl_hollandse_geitenkaasplakken_cw01_2024
1219759|aldi|2025-05-08|Geitenkaasbolletjes||100.0|g|ALDI Supermarkten > Product > Geitenkaasbolletjes|ALDI Supermarkten|Product|Geitenkaasbolletjes|||1.99|1.99|None|||||||19.9|EUR|https://www.aldi.nl/product/geitenkaasbolletjes--1219759.html||||||nl||||1219759|||https://s7g10.scene7.com/is/image/aldinord/variant_1219759_2_main_cms_1_nl_nl_geitenkaasbolletjes_cw01_2024
1219173|aldi|2025-05-08|Goudse kaas 30+ Toscaanse kruiden of komijn|Molenland|6200.0|Inhoudcaplakkeng|ALDI Supermarkten > Product > Goudse kaas 30+ Toscaanse kruiden of komijn|ALDI Supermarkten|Product|Goudse kaas 30+ Toscaanse kruiden of komijn|||2.79|2.79|None|||||||13.95|EUR|https://www.aldi.nl/product/goudse-kaas-30+-toscaanse-kruiden-of-komijn--1219173.html|||Gouda Holland kaas 30+ plakken Jong, minimaal 4 weken natuurgerijpt Zachte en kruidige kaas met komijn of Toscaanse kruiden Ca. 6 plakken|||nl||||1219173|||https://s7g10.scene7.com/is/image/aldinord/product_1219173_main_cms_4_nl_nl_goudse_kaas_30_toscaanse_kruiden_of_komi_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1219173_1_main_cms_1_nl_nl_goudse_kaas_30_toscaanse_kruiden_of_komi_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1219173_main_cms_3_nl_nl_goudse_kaas_30_toscaanse_kruiden_of_komi_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem
1217156|aldi|2025-05-08|Goudse kaas 30+ oud|Molenland|5175.0|Inhoudcaplakkeng|ALDI Supermarkten > Product > Goudse kaas 30+ oud|ALDI Supermarkten|Product|Goudse kaas 30+ oud|||2.49|2.49|None|||||||14.23|EUR|https://www.aldi.nl/product/goudse-kaas-30+-oud-1217156.html|||Natuurgerijpt.|||nl||||1217156|||https://s7g10.scene7.com/is/image/aldinord/product_1217156_main_cms_1_nl_nl_goudse_kaas_30_oud_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem
1215001|aldi|2025-05-08|Kaasrondjes smiley||6120.0|Inhoudstuksg|ALDI Supermarkten > Product > Kaasrondjes smiley|ALDI Supermarkten|Product|Kaasrondjes smiley|||1.99|1.99|None|||||||16.58|EUR|https://www.aldi.nl/product/kaasrondjes-smiley-1215001.html|||Inhoud: 6 stuks, 120 g.|||nl||||1215001|||https://s7g10.scene7.com/is/image/aldinord/product_1215001_main_cms_4_nl_nl_kaasrondjes_smiley_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1215001_main_cms_2_nl_nl_kaasrondjes_smiley_cw01_2024
1214593|aldi|2025-05-08|Goudse kaas 30+ extra belegen|Molenland|225.0|g|ALDI Supermarkten > Product > Goudse kaas 30+ extra belegen|ALDI Supermarkten|Product|Goudse kaas 30+ extra belegen|||3.2|3.2|None|||||||14.22|EUR|https://www.aldi.nl/product/goudse-kaas-30+-extra-belegen--1214593.html|||Minimaal 28 weken natuurgerijpt, zonder kleurstof en conserveermiddelen. Ca. 7 plakken|||nl||||1214593|||https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/product_1214593_main_cms_1_nl_nl_goudse_kaas_30_extra_belegen_cw01_2024
1214581|aldi|2025-05-08|Goudse kaas 30+ belegen|Molenland|225.0|g|ALDI Supermarkten > Product > Goudse kaas 30+ belegen|ALDI Supermarkten|Product|Goudse kaas 30+ belegen|||2.96|2.96|None|||||||13.16|EUR|https://www.aldi.nl/product/-goudse-kaas-30+-belegen-1214581.html|||Minimaal 16 weken natuurgerijpt, zonder kleurstof en conserveermiddelen. Ca. 7 plakken|||nl||||1214581|||https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/product_1214581_main_cms_1_nl_nl_goudse_kaas_30_belegen_cw01_2024
1214538|aldi|2025-05-08|Goudse kaas 30+ jong belegen|Molenland|9300.0|Inhoudcaplakkeng|ALDI Supermarkten > Product > Goudse kaas 30+ jong belegen|ALDI Supermarkten|Product|Goudse kaas 30+ jong belegen|||3.69|3.69|None|||||||12.3|EUR|https://www.aldi.nl/product/goudse-kaas-30+-jong-belegen--1214538.html|||Natuurgerijpt.|||nl||||1214538|||https://s7g10.scene7.com/is/image/aldinord/product_1214538_main_cms_1_nl_nl_goudse_kaas_30_jong_belegen_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem
1214530|aldi|2025-05-08|Goudse kaas 30+ jong|Molenland|9300.0|Inhoudcaplakkeng|ALDI Supermarkten > Product > Goudse kaas 30+ jong|ALDI Supermarkten|Product|Goudse kaas 30+ jong|||3.59|3.59|None|||||||11.97|EUR|https://www.aldi.nl/product/goudse-kaas-30+-jong-1214530.html|||Natuurgerijpt.|||nl||||1214530|||https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/product_1214530_main_cms_1_nl_nl_goudse_kaas_30_jong_cw01_2024
1214526|aldi|2025-05-08|Goudse geraspte kaas 48+ mild||200.0|g|ALDI Supermarkten > Product > Goudse geraspte kaas 48+ mild|ALDI Supermarkten|Product|Goudse geraspte kaas 48+ mild|||2.29|2.29|None|||||||11.45|EUR|https://www.aldi.nl/product/goudse-geraspte-kaas-48+-mild-1214526.html||||||nl||||1214526|||https://s7g10.scene7.com/is/image/aldinord/Vegetarisch,https://s7g10.scene7.com/is/image/aldinord/variant_1214526_1_main_cms_1_nl_nl_goudse_geraspte_kaas_48_mild_cw01_2024
1214454|aldi|2025-05-08|Overjarige kaas||200.0|g|ALDI Supermarkten > Product > Overjarige kaas|ALDI Supermarkten|Product|Overjarige kaas|||3.29|3.29|None|||||||None|EUR|https://www.aldi.nl/product/overjarige-kaas-1214454.html||||||nl||||1214454|||https://s7g10.scene7.com/is/image/aldinord/product_1214454_main_cms_2_nl_nl_overjarige_kaas_cw01_2024
1209295|aldi|2025-05-08|Goudse kaas 30+ belegen of jong belegen|Molenland|500.0|g|ALDI Supermarkten > Product > Goudse kaas 30+ belegen of jong belegen|ALDI Supermarkten|Product|Goudse kaas 30+ belegen of jong belegen|||5.29|5.29|None|||||||10.58|EUR|https://www.aldi.nl/product/goudse-kaas-30+-belegen-of-jong-belegen-1209295.html|||Bevat ca. 40% minder vet dan Goudse kaas 48+. Stuk jong of jong belegen.|||nl||||1209295|||https://s7g10.scene7.com/is/image/aldinord/product_1209295_main_cms_3_nl_nl_goudse_kaas_30_belegen_of_jong_belegen_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/variant_1209295_1_main_cms_1_nl_nl_goudse_kaas_30_belegen_of_jong_belegen_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1209295_2_main_cms_2_nl_nl_goudse_kaas_30_belegen_of_jong_belegen_cw01_2024
1207589|aldi|2025-05-08|Goudse geraspte kaas 48+ oud|Molenland|200.0|g|ALDI Supermarkten > Product > Goudse geraspte kaas 48+ oud|ALDI Supermarkten|Product|Goudse geraspte kaas 48+ oud|||2.99|2.99|None|||||||14.95|EUR|https://www.aldi.nl/product/goudse-geraspte-kaas-48+-oud-1207589.html|||Pittige oude geraspte kaas.|||nl||||1207589|||https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/product_1207589_main_cms_1_nl_nl_goudse_geraspte_kaas_48_oud_cw01_2024
1207586|aldi|2025-05-08|Witte kaasblokjes in olie|Devina|375.0|g|ALDI Supermarkten > Product > BBQ > Witte kaasblokjes in olie|ALDI Supermarkten|Product|BBQ|||2.79|2.79|None|||||||7.44|EUR|https://www.aldi.nl/product/witte-kaasblokjes-in-olie-1207586.html|||Keuze uit saladeblokjes in olie met kruiden en in olie met olijven.&nbsp|||nl||||1207586|||https://s7g10.scene7.com/is/image/aldinord/variant_1207586_2_main_cms_2_nl_nl_witte_kaasblokjes_in_olie_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1207586_main_cms_3_nl_nl_witte_kaasblokjes_in_olie_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1207586_1_main_cms_1_nl_nl_witte_kaasblokjes_in_olie_cw01_2024
1207454|aldi|2025-05-08|Valblanc verse roomkaas|Valblanc|200.0|g|ALDI Supermarkten > Product > Valblanc verse roomkaas|ALDI Supermarkten|Product|Valblanc verse roomkaas|||1.09|1.09|None|||||||5.45|EUR|https://www.aldi.nl/product/valblanc-verse-roomkaas--1207454.html|||Naturel of kruiden.|||nl||||1207454|||https://s7g10.scene7.com/is/image/aldinord/variant_1207454_2_main_cms_2_nl_nl_valblanc_verse_roomkaas_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1207454_main_cms_5_nl_nl_valblanc_verse_roomkaas_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1207454_1_main_cms_4_nl_nl_valblanc_verse_roomkaas_cw01_2024
1207429|aldi|2025-05-08|Goudse kaas 48+ stuk jong belegen|Molenland|950.0|g|ALDI Supermarkten > Product > Goudse kaas 48+ stuk jong belegen|ALDI Supermarkten|Product|Goudse kaas 48+ stuk jong belegen|||6.99|6.99|8.19|6.99|2025-05-05|2025-05-12|discount|14.65%||7.36|EUR|https://www.aldi.nl/product/goudse-kaas-48+-stuk-jong-belegen-1207429.html||||||nl||||1207429|||https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/product_1207429_main_cms_2_nl_nl_goudse_kaas_48_stuk_jong_belegen_cw01_2024
1207423|aldi|2025-05-08|Goudse kaas 48+ stuk jong|Molenland|980.0|g|ALDI Supermarkten > Product > Goudse kaas 48+ stuk jong|ALDI Supermarkten|Product|Goudse kaas 48+ stuk jong|||6.49|6.49|7.54|6.49|2025-05-05|2025-05-12|discount|13.93%||6.62|EUR|https://www.aldi.nl/product/goudse-kaas-48+-stuk-jong-1207423.html||||||nl||||1207423|||https://s7g10.scene7.com/is/image/aldinord/product_1207423_main_cms_2_nl_nl_goudse_kaas_48_stuk_jong_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem
