unique_id|competitor_name|extraction_date|product_name|brand|grammage_quantity|grammage_unit|breadcrumb|producthierarchy_level1|producthierarchy_level2|producthierarchy_level3|producthierarchy_level4|producthierarchy_level5|regular_price|selling_price|price_was|promotion_price|promotion_valid_from|promotion_valid_upto|promotion_type|percentage_discount|promotion_description|price_per_unit|currency|pdp_url|Fat %|variants|product_description|instructions|storage_instructions|country_of_origin|allergens|nutritional_score|organictype|upc|ingredients|servings_per_pack|img_urls
1207309|aldi|2025-05-08|Smeltkaas met cheddar||250.0|g|ALDI Supermarkten > Product > Smeltkaas met cheddar|ALDI Supermarkten|Product|Smeltkaas met cheddar|||1.79|1.79|None|||||||7.16|EUR|https://www.aldi.nl/product/smeltkaas-met-cheddar---1207309.html|||Cheddar kaas is een kaassoort dat van origine afkomstig is uit het dorp Cheddar in het Verenigd Koninkrijk. Zoals zoveel kazen is deze soort dus vernoemd naar de streek van origine. Ondanks dat er veel soorten kaas worden geproduceerd in het noorden van Europa, is cheddar kaas toch anders dan andere soorten kaas uit dezelfde regio. Zo heeft deze soort een unieke structuur. Ook hoef je vaak geen moeite te doen om cheddar kaas te verwerken tot plakjes of blokjes. Cheddar kaas verkrijg je bij ALDI namelijk altijd in plakjes. Zo kan je deze direct verwerken. Daarnaast heeft de cheddar kaas ook een typisch eigen kleur. Normale kazen neigen eerder naar lichtgeel, waar cheddar een oranje kleur heeft. Dat komt door de toevoeging van het zogenaamde anatto tijdens het rijpingsproces. Dit is een kleurstof afkomstig uit de zaden van de orleaanboom. In de koeling bij ALDI is de kaas verkrijgbaar voor een aantrekkelijk lage prijs. Net als andere kazen is cheddar voornamelijk gemaakt van koemelk. Interessant om te zien dat er zoveel verschillende soorten kaas uit koemelk gehaald kunnen worden. Dat maakt kaas zo afwisselend. Zo wordt cheddar kaas vaak gebruikt om te laten smelten. Daar leent deze kaassoort zich uitstekend voor. Tegenwoordig maakt men lang niet alleen meer cheddar in Cheddar. Deze kaassoort is zo populair geworden, dat cheddar in massa wordt geproduceerd. Daardoor kan ALDI het hele jaar door cheddar aanbieden. Cheddar kaas kopen is bij ALDI dan ook zo gepiept. Cheddar plakjes om heerlijk te laten smelten Een plak van deze unieke, zachte en pittige kaas is een goede toevoeging voor veel gerechten. Omdat de kaas erg zacht is, smelt deze als door aanraking met een klein beetje warmte. Dat is ook de reden dat onze cheddar plakjes allen voorzien zijn van een eigen omhulsel binnen de verpakking. Anders plakken de cheddar plakjes direct aan elkaar. Deze smeltkaas is ideaal voor een unieke touch aan iedere tosti.|||nl||||1207309|||https://s7g10.scene7.com/is/image/aldinord/product_1207309_main_cms_1_nl_nl_smeltkaas_met_cheddar_cw01_2024
1205856|aldi|2025-05-08|Goudse geraspte kaas 48+ belegen|Molenland|200.0|g|ALDI Supermarkten > Product > Goudse geraspte kaas 48+ belegen|ALDI Supermarkten|Product|Goudse geraspte kaas 48+ belegen|||2.39|2.39|None|||||||11.95|EUR|https://www.aldi.nl/product/goudse-geraspte-kaas-48+-belegen--1205856.html|||Weidegangmelk gerijpte Goudse belegen kaas.|||nl||||1205856|||https://s7g10.scene7.com/is/image/aldinord/product_1205856_main_cms_1_nl_nl_goudse_geraspte_kaas_48_belegen_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem
1204502|aldi|2025-05-08|Goudse kaas 50+|Molenland|250.0|g|ALDI Supermarkten > Product > BBQ > Goudse kaas 50+|ALDI Supermarkten|Product|BBQ|||2.99|2.99|None|||||||11.96|EUR|https://www.aldi.nl/product/goudse-kaas-50+-1204502.html|||Walnoten of tuinkruiden.|||nl||||1204502|||https://s7g10.scene7.com/is/image/aldinord/variant_1204502_1_main_cms_1_nl_nl_goudse_kaas_50_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/product_1204502_main_cms_3_nl_nl_goudse_kaas_50_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1204502_2_main_cms_2_nl_nl_goudse_kaas_50_cw01_2024
1203449|aldi|2025-05-08|Feta|Lyttos|200.0|g|ALDI Supermarkten > Product > Feta|ALDI Supermarkten|Product|Feta|||2.39|2.39|None|||||||11.95|EUR|https://www.aldi.nl/product/feta-1203449.html|||Feta kaas Feta kaas is een kaassoort die van kleur erg wit is. Veel witter dan andere kazen, die over het algemeen veel meer geeltinten hebben. Ook de smaak van feta kaas is anders. Deze varieert van mild tot scherp, want met feta kaas wordt flink geëxperimenteerd. Deze kaassoort is zo speciaal bevonden, dat dit product sinds 2002 door de Europese Unie zelfs tot de ‘Beschermde Oorsprongsbenaming’ hoort. Enkel en alleen wanneer feta kaas in bepaalde delen van Griekenland wordt gemaakt, mag dit feta genoemd worden. Deze kaassoort heeft een lange rijpingstijd, waardoor deze eenvoudig afbrokkelt. Nog nooit feta geproefd? Dan wordt het hoog tijd. Gelukkig verkoopt ALDI feta kaas tegen een aantrekkelijk lage prijs. Feta blokjes voor allerlei verschillende gerechten Het is algemeen bekend dat feta een Griekse kaassoort is met een witte kleur. Maar waar smaken die feta blokjes lekker bij? Allereerst verrijken feta blokjes iedere salade. Ongeacht welke groenten erin gaan. Ook tijdens een borrel om het weekend in te luiden, doen feta blokjes het erg goed. Leg op een bordje mozzarella bolletjes, augurkjes en grillworst. Meer is er niet nodig om de vrijdagmiddag tot een goed einde te brengen. En dat feest begint al in de schappen van ALDI, waar de feta blokjes liggen te wachten. Feta blokjes zijn verkrijgbaar in een potje of als groot blok. Experimenteer zelf vrijuit met de verschillende variaties feta. Wat is feta kaas? Feta kaas is een Griekse kaassoort, voornamelijk gemaakt van schapenmelk. Dit wordt aangelengd met geitenmelk. Daardoor ontstaat wel eens een misvatting dat feta kaas een geitenkaas is. Dat is slechts gedeeltelijk waar. Wat is het dat feta kaas zo aantrekkelijk maakt? Dat is toch vooral de kenmerkende smaak. Fetakaas van schapenmelk, in combinatie met geitenmelk, is zacht en romig van smaak. De nasmaak een vleugje pittig. Bij een blok feta kaas is het makkelijk om stukjes af te brokkelen wat zorgt voor een mooie decoratie op salades. Zelf eens een feta kaas proberen ? Dat kan bij ALDI in ieder geval tegen een aantrekkelijk lage prijs.|||nl||||1203449|||https://s7g10.scene7.com/is/image/aldinord/variant_1203449_1_main_cms_1_nl_nl_feta_cw01_2024
1202124|aldi|2025-05-08|Geitenkaasschijfjes honing||12200.0|Inhoudstuksg|ALDI Supermarkten > Product > Geitenkaasschijfjes honing|ALDI Supermarkten|Product|Geitenkaasschijfjes honing|||2.29|2.29|None|||||||11.45|EUR|https://www.aldi.nl/product/geitenkaasschijfjes-honing-1202124.html|||Geitenkaas De meeste kazen worden gemaakt van koemelk. Daar zijn we in Nederland groot mee geworden. In de loop der jaren is er een kaassoort bijgekomen van een ander dier waar we erg gek op zijn geworden: geitenkaas. Geitenmelk bevat minder lactose dan koemelk. Daardoor is geitenkaas licht(er) verteerbaar. Qua kleur is geitenkaas ook anders dan kaas van koemelk. Zo is geitenkaas overwegend wit, in plaats van lichtgeel. Dat komt omdat de maag van een geit anders werkt dan een koe, ondanks dat ze hetzelfde gras eten. Zo zorgt de natuur telkens voor nieuwe verrassingen. En die verrassingen brengt ALDI bij de mensen thuis in de vorm van geitenkaas. Heerlijk om los te eten, maar ook ideaal om in een gerecht te verwerken. Geitenkaas is namelijk erg veelzijdig. Is geitenkaas gezond? Doordat de maag van een geit anders werkt, verandert de kleur van de kaas. Koeien en geiten eten allebei voedsel waar een bepaalde stof in zit: caroteen. Geiten zetten deze stof om in vitamine A. Daardoor gaat deze kleurstof verloren en blijft geitenkaas wit. Of geitenkaas gezond is, hangt volledig vanaf wat hoe vaak je het eet en wat ernaast wordt genuttigd. Zorg voor een gevarieerd dieet om gezond te leven, waarin geitenkaas best een plekje mag hebben. Gelukkig maar, want de smaak van geitenkaas is uniek. Het onderscheid met normale kaas is zo gemaakt, als je beide naast elkaar proeft. Varieer dus lekker tussen de verschillende soorten kaas. Geitenkaas in plakken of schijfjes Geitenkaas is van nature erg zacht. Bij ALDI bieden we verschillende soorten geitenkaas aan, zowel harde als zachte geitenkaas. Ook is geitenkaas bij ALDI verkrijgbaar in plakken of schijfjes. Gewoon heerlijk naturel of verwerkt met honing. Geitenkaas met honing en een paar stukjes walnoot is een bekende combinatie met een ongekend lekkere smaak. Brokkel eenvoudig stukjes van een schijfje af en verwerk in salades of op brood. Verschillende soorten geitenkaas zijn verkrijgbaar in plakken om het nog makkelijker te maken, bijvoorbeeld tijdens een picknick of een weekendje weg. Makkelijk is in ieder geval dat geitenkaas gewoon bij ALDI in het kaasschap ligt. Probeer vooral zelf tegen een aantrekkelijk lage prijs.|||nl||||1202124|||https://s7g10.scene7.com/is/image/aldinord/variant_1202124_2_main_cms_4_nl_nl_geitenkaasschijfjes_honing_cw01_2024
1200476|aldi|2025-05-08|Fourme d'Ambert (BOB) 50+||117.0|g|ALDI Supermarkten > Product > Fourme d'Ambert (BOB) 50+|ALDI Supermarkten|Product|Fourme d'Ambert (BOB) 50+|||1.99|1.99|None|||||||17.01|EUR|https://www.aldi.nl/product/fourme-d'ambert-(bob)-50+-1200476.html||||||nl||||1200476|||https://s7g10.scene7.com/is/image/aldinord/product_1200476_main_cms_3_nl_nl_fourme_d_ambert_bob_50_cw01_2024
1200465|aldi|2025-05-08|Camembert 45+||120.0|g|ALDI Supermarkten > Product > Camembert 45+|ALDI Supermarkten|Product|Camembert 45+|||1.69|1.69|None|||||||14.08|EUR|https://www.aldi.nl/product/camembert-45+-1200465.html||||||nl||||1200465|||https://s7g10.scene7.com/is/image/aldinord/product_1200465_main_cms_2_nl_nl_camembert_45_cw01_2024
1200455|aldi|2025-05-08|Verse roombrie||164.0|g|ALDI Supermarkten > Product > Verse roombrie|ALDI Supermarkten|Product|Verse roombrie|||1.99|1.99|None|||||||12.13|EUR|https://www.aldi.nl/product/verse-roombrie-1200455.html||||||nl||||1200455|||https://s7g10.scene7.com/is/image/aldinord/product_1200455_main_cms_3_nl_nl_verse_roombrie_cw01_2024
1200131|aldi|2025-05-08|Italiaanse geraspte kaas|Cucina nobile|125150.0|g|ALDI Supermarkten > Product > Italiaanse geraspte kaas|ALDI Supermarkten|Product|Italiaanse geraspte kaas|||2.79|2.79|None|||||||None|EUR|https://www.aldi.nl/product/italiaanse-geraspte-kaas-1200131.html||||||nl||||1200131|||https://s7g10.scene7.com/is/image/aldinord/variant_1200131_1_main_cms_1_nl_nl_grana_padano_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1200131_main_cms_1_nl_nl_italiaanse_geraspte_kaas_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1200132_1_main_cms_1_nl_nl_parmigiano_reggiano_cw01_2024
1200129|aldi|2025-05-08|Geraspte kaas|Molenland|150.0|g|ALDI Supermarkten > Product > Geraspte kaas|ALDI Supermarkten|Product|Geraspte kaas|||1.87|1.87|None|||||||12.47|EUR|https://www.aldi.nl/product/geraspte-kaas-1200129.html|||Geraspte kaas Kaas is verkrijgbaar in allerlei soorten, smaken en structuren. Als blokjes om tijdens de borrel te nuttigen of als blok om zelf kaasplakken te schaven voor op brood. Daarnaast is er nog geraspte kaas, verkrijgbaar in zakjes bij ALDI. Ideaal om gerechten mee af te toppen. Denk aan een verse pasta met verschillende groenten. Daarbovenop een topping van geraspte kaas voor een extra bite. Vooral op warme, stomende gerechten werkt geraspte kaas goed. Door deze topping direct over het gerecht te strooien, vermengt de smaak van de gesmolten geraspte kaas zich met de andere ingrediënten. Zo krijgt iedere hap een lekker pittige smaak. Geraspte kaas is grotendeels gemaakt van oudere koemelk en restanten van kaas. Op die manier wordt er niet onnodig kaas verspild. Zelf thuis een kaas raspen kan natuurlijk met een kaasrasp. Maar gemak dient de mens, dus geraspte kaas bij ALDI maakt het leven en koken een stuk eenvoudiger. Probeer eens geraspte cheddar op een pasta Cheddar is een unieke kaassoort. Deze typisch oranje kaassoort is van origine afkomstig uit het dorp Cheddar in het Verenigde Koninkrijk. Vandaar de naam. . Deze kaas is heel zacht van structuur en smelt daardoor makkelijk. Daarom is deze bij ALDI verkrijgbaar in afzonderlijk verpakte plakken. Omdat de kaas makkelijk smelt wordt deze vaak gebruikt op burgers en tosti’s. Ook de geraspte cheddar smelt heel gemakkelijk en geeft daarmee een een mild pittige smaak mee aan het gerecht. Strooi bijvoorbeeld geraspte cheddar over een broodje, voordat deze onder de grill gaat. Op deze manier krijgt elk gerecht een unieke twist met geraspte cheddar. Geraspte kaas voordelig bij ALDI Geraspte kaas maakt de aftopping van ieder gerecht niet alleen erg lekker, maar is bovenal ook niet duur. Naast geraspte cheddar, zijn er allerlei andere soorten geraspte kaas verkrijgbaar bij ALDI. Denk aan jonge geraspte kaas, maar ook geraspte Parmezaanse kaas. Heerlijke strooikaas voor op de pizza of in een ovenschotel. Een topgerecht hoeft helemaal niet duur te zijn. Dat vinden we belangrijk bij ALDI.|||nl||||1200129|||https://s7g10.scene7.com/is/image/aldinord/variant_1200129_1_main_cms_1_nl_nl_geraspte_kaas_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Van_NL_bodem,https://s7g10.scene7.com/is/image/aldinord/product_1200129_main_cms_3_nl_nl_geraspte_kaas_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1200129_1_main_cms_2_nl_nl_geraspte_kaas_cw01_2024
91224138|aldi|2025-05-08|Cassis|River|15.0|l|ALDI Supermarkten > Product > Cassis|ALDI Supermarkten|Product|Cassis|||1.69|1.69|None|1.39|2025-05-12|2025-05-19|discount|||None|EUR|https://www.aldi.nl/product/cassis-91224138.html||||||nl||||91224138|||https://s7g10.scene7.com/is/image/aldinord/variant_1224825_1_main_cms_1_nl_nl_cassis_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/91224138_wk20,https://s7g10.scene7.com/is/image/aldinord/variant_1224816_1_main_cms_1_nl_nl_cassis_zero_cw01_2024
1225704|aldi|2025-05-08|Energy drink variaties|Golden power|25.0|l|ALDI Supermarkten > Product > Energy drink variaties|ALDI Supermarkten|Product|Energy drink variaties|||0.69|0.69|None|||||||None|EUR|https://www.aldi.nl/product/energy-drink-variaties-1225704.html||||||nl||||1225704|||https://s7g10.scene7.com/is/image/aldinord/Leeftijd_ID14,https://s7g10.scene7.com/is/image/aldinord/product_1225704_main_cms_1_nl_nl_energy_drink_variaties_cw01_2024
1225703|aldi|2025-05-08|Energy drink variaties|Golden power|25.0|l|ALDI Supermarkten > Product > Energy drink variaties|ALDI Supermarkten|Product|Energy drink variaties|||0.75|0.75|None|||||||None|EUR|https://www.aldi.nl/product/energy-drink-variaties-1225703.html||||||nl||||1225703|||https://s7g10.scene7.com/is/image/aldinord/Leeftijd_ID14,https://s7g10.scene7.com/is/image/aldinord/product_1225703_main_cms_1_nl_nl_energy_drink_variaties_cw01_2024
1225702|aldi|2025-05-08|Energydrink regular*|Golden power|25.0|cl|ALDI Supermarkten > Product > Energydrink regular*|ALDI Supermarkten|Product|Energydrink regular*|||0.75|0.75|None|||||||None|EUR|https://www.aldi.nl/product/energydrink-regular*-1225702.html||||||nl||||1225702|||https://s7g10.scene7.com/is/image/aldinord/NIX14,https://s7g10.scene7.com/is/image/aldinord/product_1225702_main_cms_1_nl_nl_energydrink_regular_cw01_2024
1225363|aldi|2025-05-08|Ice tea perzik-hibiscus|River|15.0|l|ALDI Supermarkten > Product > Ice tea perzik-hibiscus|ALDI Supermarkten|Product|Ice tea perzik-hibiscus|||1.59|1.59|None|||||||1.06|EUR|https://www.aldi.nl/product/ice-tea-perzik-hibiscus--1225363.html||||||nl||||1225363|||https://s7g10.scene7.com/is/image/aldinord/product_1225363_main_cms_5_nl_nl_ice_tea_perzik_hibiscus_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Vegan
1225349|aldi|2025-05-08|Ice tea|River|15.0|l|ALDI Supermarkten > Product > Ice tea|ALDI Supermarkten|Product|Ice tea|||1.49|1.49|None|||||||0.99|EUR|https://www.aldi.nl/product/ice-tea--1225349.html|||Keuze uit regular en lemon.|||nl||||1225349|||https://s7g10.scene7.com/is/image/aldinord/Rainforest_Alliance,https://s7g10.scene7.com/is/image/aldinord/Vegan,https://s7g10.scene7.com/is/image/aldinord/variant_1225349_2_main_cms_4_nl_nl_ice_tea_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1225349_1_main_cms_2_nl_nl_ice_tea_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1225349_main_cms_5_nl_nl_ice_tea_cw01_2024
1225347|aldi|2025-05-08|Ice tea citroen|River|15.0|l|ALDI Supermarkten > Product > Ice tea citroen|ALDI Supermarkten|Product|Ice tea citroen|||1.19|1.19|None|||||||0.79|EUR|https://www.aldi.nl/product/ice-tea-citroen-1225347.html||||||nl||||1225347|||https://s7g10.scene7.com/is/image/aldinord/product_1225347_main_cms_3_nl_nl_ice_tea_citroen_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Rainforest_Alliance
1225335|aldi|2025-05-08|Ice tea perzik|River|15.0|l|ALDI Supermarkten > Product > Ice tea perzik|ALDI Supermarkten|Product|Ice tea perzik|||1.29|1.29|None|||||||0.86|EUR|https://www.aldi.nl/product/ice-tea-perzik-1225335.html||||||nl||||1225335|||https://s7g10.scene7.com/is/image/aldinord/variant_1225335_1_main_cms_3_nl_nl_ice_tea_perzik_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Rainforest_Alliance
1225323|aldi|2025-05-08|Ice tea mango-kamille|River|15.0|l|ALDI Supermarkten > Product > Ice tea mango-kamille|ALDI Supermarkten|Product|Ice tea mango-kamille|||1.59|1.59|None|||||||1.06|EUR|https://www.aldi.nl/product/ice-tea-mango-kamille-1225323.html||||||nl||||1225323|||https://s7g10.scene7.com/is/image/aldinord/product_1225323_main_cms_4_nl_nl_ice_tea_mango_kamille_cw01_2024
1224841|aldi|2025-05-08|Cola regular|River|15.0|l|ALDI Supermarkten > Product > Cola regular|ALDI Supermarkten|Product|Cola regular|||1.16|1.16|None|||||||0.77|EUR|https://www.aldi.nl/product/cola-regular-1224841.html|||De smaak en bruisende bubbels bieden de ultieme verfrissing. Onze cola heeft een perfecte balans tussen zoet en fris. Of je het nu puur wil drinken of wil mixen in je favoriete cocktails, het is een veelzijdige frisdrank. Haal een fles in een van onze filialen en geniet van de verfrissende smaak. Een lekkere keuze voor elk moment!|||nl||||1224841|||https://s7g10.scene7.com/is/image/aldinord/product_1224841_main_cms_11_nl_nl_cola_regular_cw01_2024
1224840|aldi|2025-05-08|Lemon|River|15.0|l|ALDI Supermarkten > Product > Lemon|ALDI Supermarkten|Product|Lemon|||1.15|1.15|None|||||||0.77|EUR|https://www.aldi.nl/product/lemon-1224840.html||||||nl||||1224840|||https://s7g10.scene7.com/is/image/aldinord/product_1224840_main_cms_8_nl_nl_lemon_cw01_2024
1224839|aldi|2025-05-08|Orange|River|15.0|l|ALDI Supermarkten > Product > Orange|ALDI Supermarkten|Product|Orange|||1.12|1.12|None|||||||0.75|EUR|https://www.aldi.nl/product/orange-1224839.html||||||nl||||1224839|||https://s7g10.scene7.com/is/image/aldinord/product_1224839_main_cms_2_nl_nl_orange_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Vegan
1224825|aldi|2025-05-08|Cassis of cassis zero|River|15.0|l|ALDI Supermarkten > Product > Cassis of cassis zero|ALDI Supermarkten|Product|Cassis of cassis zero|||1.69|1.69|None|1.39|2025-05-12|2025-05-19|discount|||None|EUR|https://www.aldi.nl/product/cassis-of-cassis-zero-1224825.html|||CassisCassis bestaat al sinds 1938 en heeft een mooie, bordeauxrode kleur. Het drankje geeft een sprankelende verfrissing op het terras of gewoon thuis op de bank. Cassis is een lekkere, koolzuurhoudende frisdrank met een frisse, fruitige smaak. Deze anderhalveliter-flessen hebben de bekende smaak van Cassis: zoete zwarte bessen. Die smaak is er niet alleen in frisdrank. Er zijn ook ijsjes, milkshakes en likeuren met deze heerlijke smaak. Maar in de Cassis-limonade komt deze smaak misschien nog wel het beste tot haar recht. Drink Cassis tussendoor of bij het eten. Cassis drink: regular of zeroEen zoet glas met Cassis drink valt bij velen in de smaak. Niet alleen kinderen, maar ook veel volwassenen vinden het lekker. Liever geen frisdrank met suiker? Gelukkig verkoopt ALDI zowel Cassis regular, met suiker, als Cassis zero, de gezondere variant. Meer glazen met Cassis drinken voor minder geld? Een keer een andere frisdrank dan Cassis drink proberen? Het frisdrankassortiment van ALDI heeft verschillende flessen en blikjes van onder andere Fanta, Tonic, Bitter Lemon, Sprite, Coca Cola, Ice Tea en energy drank.&nbsp;|||nl||||1224825|||https://s7g10.scene7.com/is/image/aldinord/product_1224825_main_cms_1_nl_nl_cassis_of_cassis_zero_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1224816_1_main_cms_1_nl_nl_cassis_of_cassis_zero_river_cassis_zero_15l_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1224825_1_main_cms_1_nl_nl_cassis_of_cassis_zero_river_cassis_15l_cw01_2024
1224820|aldi|2025-05-08|Orange of lemon zero|River|15.0|l|ALDI Supermarkten > Product > Orange of lemon zero|ALDI Supermarkten|Product|Orange of lemon zero|||0.97|0.97|None|||||||None|EUR|https://www.aldi.nl/product/orange-of-lemon-zero-1224820.html||||||nl||||1224820|||https://s7g10.scene7.com/is/image/aldinord/variant_1224818_1_main_cms_1_nl_nl_orange_of_lemon_zero_river_orange_zero_15l_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Vegan_V_label,https://s7g10.scene7.com/is/image/aldinord/variant_1224820_1_main_cms_1_nl_nl_orange_of_lemon_zero_river_citroen_zero_15l_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1224820_main_cms_1_nl_nl_orange_of_lemon_zero_cw01_2024
1224818|aldi|2025-05-08|Orange of lemon zero|River|15.0|l|ALDI Supermarkten > Product > Orange of lemon zero|ALDI Supermarkten|Product|Orange of lemon zero|||0.97|0.97|None|||||||0.65|EUR|https://www.aldi.nl/product/orange-of-lemon-zero-1224818.html||||||nl||||1224818|||https://s7g10.scene7.com/is/image/aldinord/product_1224818_main_cms_13_nl_nl_orange_of_lemon_zero_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1224818_main_cms_12_nl_nl_orange_of_lemon_zero_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1224818_main_cms_10_nl_nl_orange_of_lemon_zero_cw01_2024
1224817|aldi|2025-05-08|Cola zero|River|15.0|l|ALDI Supermarkten > Product > Cola zero|ALDI Supermarkten|Product|Cola zero|||1.19|1.19|None|||||||0.79|EUR|https://www.aldi.nl/product/cola-zero-1224817.html|||Beste Product van het jaar 2022 - 2023.|||nl||||1224817|||https://s7g10.scene7.com/is/image/aldinord/Best_getest,https://s7g10.scene7.com/is/image/aldinord/product_1224817_main_cms_8_nl_nl_cola_zero_cw01_2024
1224816|aldi|2025-05-08|Cassis of cassis zero|River|15.0|l|ALDI Supermarkten > Product > Cassis of cassis zero|ALDI Supermarkten|Product|Cassis of cassis zero|||1.69|1.69|None|1.39|2025-05-12|2025-05-19|discount|||None|EUR|https://www.aldi.nl/product/cassis-of-cassis-zero-1224816.html|||CassisCassis bestaat al sinds 1938 en heeft een mooie, bordeauxrode kleur. Het drankje geeft een sprankelende verfrissing op het terras of gewoon thuis op de bank. Cassis is een lekkere, koolzuurhoudende frisdrank met een frisse, fruitige smaak. Deze anderhalveliter-flessen hebben de bekende smaak van Cassis: zoete zwarte bessen. Die smaak is er niet alleen in frisdrank. Er zijn ook ijsjes, milkshakes en likeuren met deze heerlijke smaak. Maar in de Cassis-limonade komt deze smaak misschien nog wel het beste tot haar recht. Drink Cassis tussendoor of bij het eten. Cassis drink: regular of zeroEen zoet glas met Cassis drink valt bij velen in de smaak. Niet alleen kinderen, maar ook veel volwassenen vinden het lekker. Liever geen frisdrank met suiker? Gelukkig verkoopt ALDI zowel Cassis regular, met suiker, als Cassis zero, de gezondere variant. Meer glazen met Cassis drinken voor minder geld? Een keer een andere frisdrank dan Cassis drink proberen? Het frisdrankassortiment van ALDI heeft verschillende flessen en blikjes van onder andere Fanta, Tonic, Bitter Lemon, Sprite, Coca Cola, Ice Tea en energy drank.&nbsp;|||nl||||1224816|||https://s7g10.scene7.com/is/image/aldinord/product_1224816_main_cms_1_nl_nl_cassis_of_cassis_zero_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1224816_1_main_cms_1_nl_nl_cassis_of_cassis_zero_river_cassis_zero_15l_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1224825_1_main_cms_1_nl_nl_cassis_of_cassis_zero_river_cassis_15l_cw01_2024
1224667|aldi|2025-05-08|Ice tea lemon|River|15.0|l|ALDI Supermarkten > Product > Ice tea lemon|ALDI Supermarkten|Product|Ice tea lemon|||0.99|0.99|None|||||||None|EUR|https://www.aldi.nl/product/ice-tea-lemon-1224667.html|||Regular of zero.|||nl||||1224667|||https://s7g10.scene7.com/is/image/aldinord/variant_1224534_1_main_cms_1_nl_nl_ice_tea_lemon_ice_tea_sparkling_lemon_reg_1_5l_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/Vegan_V_label,https://s7g10.scene7.com/is/image/aldinord/variant_1224667_1_main_cms_1_nl_nl_ice_tea_lemon_ice_tea_lemon_sparkling_zero_15l_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/product_1224667_main_cms_1_nl_nl_ice_tea_lemon_cw01_2024
1224613|aldi|2025-05-08|Ginger ale, Tonic of Bitter lemon|River|1.0|l|ALDI Supermarkten > Product > Ginger ale, Tonic of Bitter lemon|ALDI Supermarkten|Product|Ginger ale, Tonic of Bitter lemon|||0.99|0.99|None|||||||None|EUR|https://www.aldi.nl/product/ginger-ale,-tonic-of-bitter-lemon-1224613.html||||||nl||||1224613|||https://s7g10.scene7.com/is/image/aldinord/product_1224613_main_cms_1_nl_nl_ginger_ale_tonic_of_bitter_lemon_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1224588_1_main_cms_1_nl_nl_ginger_ale_tonic_of_bitter_lemon_bittere_dranken_bitter_lemon_1l_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1224606_1_main_cms_1_nl_nl_ginger_ale_tonic_of_bitter_lemon_bittere_dranken_ginger_ale_1l_cw01_2024,https://s7g10.scene7.com/is/image/aldinord/variant_1224571_1_main_cms_1_nl_nl_ginger_ale_tonic_of_bitter_lemon_bittere_dranken_tonic_1l_cw01_2024
1224606|aldi|2025-05-08|Ginger ale|River|1.0|l|ALDI Supermarkten > Product > Ginger ale|ALDI Supermarkten|Product|Ginger ale|||0.99|0.99|None|||||||None|EUR|https://www.aldi.nl/product/ginger-ale-1224606.html||||||nl||||1224606|||https://s7g10.scene7.com/is/image/aldinord/product_1224606_main_cms_1_nl_nl_ginger_ale_cw01_2024
1224588|aldi|2025-05-08|Bitter lemon|River|1.0|l|ALDI Supermarkten > Product > Bitter lemon|ALDI Supermarkten|Product|Bitter lemon|||0.99|0.99|None|||||||None|EUR|https://www.aldi.nl/product/bitter-lemon-1224588.html||||||nl||||1224588|||https://s7g10.scene7.com/is/image/aldinord/product_1224588_main_cms_1_nl_nl_bitter_lemon_cw01_2024
