unique_id|competitor_name|extraction_date|product_name|brand|brand_type|grammage_quantity|grammage_unit|producthierarchy_level1|producthierarchy_level2|producthierarchy_level3|producthierarchy_level4|regular_price|selling_price|price_was|promotion_price|promotion_valid_from|promotion_valid_upto|promotion_type|percentage_discount|promotion_description|price_per_unit|currency|beadcrumb|pdp_url|Fat %|variants|product_description|instructions|storage_instructions|country_of_origin|allergens|nutritional_score|organictype|file_name_1|upc|ingredients|servings_per_pack
526386|albert_heijn|None|Lay's Paprika flavour value pack|Lay's|None|300.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.49|2.49|||||None|||8.3 per KG|€||https://www.ah.nl/producten/product/wi526386/paprika-flavour-value-pack|27|None|Aardappelchips met paprikasmaak Geweldige smaak, minder zout** **Minstens 25% minder zout dan gewone aardappelchips. Verpakt onder beschermende atmosfeer.||Koel en droog bewaren.|None|None|B|Non-Organic|None|None|Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, in wisselende hoeveelheden), paprikasmaak [suiker, zout, paprikapoeder, kaliumchloride, uienpoeder, aroma's, fructose, knoflookpoeder, kleurstof (paprika-extract), voedingszuur (citroenzuur), gerookte paprikapoeder], antioxidanten (extracten van rozemarijn, ascorbinezuur, tocoferolrijk extract, citroenzuur).|100 Gram
553924|albert_heijn|None|Croky Paprika|Croky|None|300.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.59|2.59|||||None|||8.63 per KG|€||https://www.ah.nl/producten/product/wi553924/paprika|29|None|Aardappelchips met paprikasmaak. Verpakt onder beschermende atmosfeer.||Koel en droog bewaren.|None|None|D|Non-Organic|None|None|Ingrediënten: aardappelen, zonnebloemolie, paprikakruiding (zout, specerijen (0,8% paprika), suiker, dextrose, maïsbloem, smaakversterker (mononatriumglutamaat), kaliumchloride, aroma's, zuurteregelaar (natriumacetaten), voedingszuur (citroenzuur, appelzuur), zoetstof (stevioglycosiden), rookaroma).|100 Gram
442596|albert_heijn|None|Lay's Bugles nacho cheese|Lay's|None|160.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.65|2.65|||||None|||16.56 per KG|€||https://www.ah.nl/producten/product/wi442596/bugles-nacho-cheese|31|None|Maïszoutje met kaassmaak||Koel en droog bewaren.|None|None|D|Non-Organic|None|None|Ingrediënten: maïs, zonnebloemolie, kaassmaak [weipermeaat (van MELK), weipoeder (van MELK), natuurlijk aroma (zwarte peper, rozemarijn, kurkuma, room en kaas (van MELK), uien-, tomaat-, KAASPOEDER, knoflookpoeder, zuurteregelaars (citroenzuur, melkzuur), kleurstof (paprika-extract)], zout, suiker. Kan soja en tarwe (gluten) bevatten.|100 Gram
128264|albert_heijn|None|Croky Bolognese|Croky|None|200.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.29|2.29|||||None|||11.45 per KG|€||https://www.ah.nl/producten/product/wi128264/bolognese|29|None|Aardappelchips met bolognesesmaak. Verpakt onder beschermende atmosfeer.||Koel en droog bewaren|None|None|D|Non-Organic|None|None|Ingrediënten: 64% aardappelen (EU), 29% zonnebloemolie, bolognesekruiding (maïsbloem, zout, aroma, gehydrolyseerd SOJA-eitwit, dextrose, smaakversterker (mononatriumglutamaat), specerijen (waarvan 0,1% ui), 0,2% tomatenpoeder, zuurteregelaar (citroenzuur)).|100 Gram
167332|albert_heijn|None|Lay's Sensations Mexican peppers & cream|Lay's|None|150.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.49|2.49||2.49|||None|||16.6 per KG|€||https://www.ah.nl/producten/product/wi167332/sensations-mexican-peppers-en-cream|25|None|Gemarineerde aardappelchips met hete peper- en roomsmaak Verpakt onder beschermende atmosfeer.||Koel en droog bewaren.|None|None|C|Non-Organic|None|None|Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, in wisselende hoeveelheden), Mexicaanse pepers en roomsmaak [suiker, aroma's (bevat MELK), zure room poeder (van MELK), zout, weipoeder (van MELK), specerijen (bevat chillipoeder, paprikapoeder), voedingszuur (citroenzuur), kleurstof (paprika extract)], verstevigingsmiddel (calciumlactaat), antioxidanten (extracten van rozemarijn, ascorbinezuur, tocoferolrijk extract, citroenzuur).|100 Gram
448461|albert_heijn|None|AH Chips bolognese|AH|None|250.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|1.35|1.35|||||None|||5.4 per KG|€||https://www.ah.nl/producten/product/wi448461/chips-bolognese|29|None|Aardappelchips met bolognesesmaak||Ten minste houdbaar tot en met: zie achterzijde. Vaak goed na deze datum. Kijk, ruik en proef. Donker en droog bewaren. De verpakking goed sluiten na gebruik.|None|None|D|Non-Organic|None|None|"Ingrediënten: 64% aardappel, 29% zonnebloemolie, maïsmeel, zout, aroma's, dextrose, gehydrolyseerd soja-eiwit, specerijen (o.a. 0,1% ui), 0,3% tomatenpoeder, rookaroma, voedingszuur (appelzuur [E296], citroenzuur [E330]).
Waarvan toegevoegde suikers 0.5g per 100 gram en waarvan toegevoegd zout 1.20g per 100 gram"|100 Gram
517004|albert_heijn|None|Cheetos Nibb-it sticks|Cheetos|None|150.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.79|2.79|||||None|||18.6 per KG|€||https://www.ah.nl/producten/product/wi517004/nibb-it-sticks|22|None|Aardappelzoutje met hartige smaak||Koel en droog bewaren.|None|None|D|Non-Organic|None|None|Ingrediënten: aardappelpoeder, aardappelzetmeel, zonnebloemolie, rijstebloem, hartige smaak [lactose (van MELK), weipoeder (van MELK), suiker, smaakversterkers (mononatriumglutamaat, dinatriumguanylaat, dinatriuminosinaat), aroma's (bevat KAASPOEDER en boter (van MELK)), voedingszuur (citroenzuur), kaliumchloride], zout, emulgator (lecithine (bevat SOJA, MELKEIWIT)), kleurstoffen (curcumine, karmijn, annatto bixin, paprika-extract), specerijen.|100 Gram
574348|albert_heijn|None|Lay's Max red sweet chili|Lay's|None|185.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.49|2.49|||||None|||13.46 per KG|€||https://www.ah.nl/producten/product/wi574348/max-red-sweet-chili|31|None|Geribbelde aardappelchips met zoete rode chilismaak Verpakt onder beschermende atmosfeer.||Koel en droog bewaren.|None|None|C|Non-Organic|None|None|Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, in wisselende hoeveelheden), zoete rode chilismaak [maltodextrine, suiker, fructose, aroma, zout, smaakversterkers (mononatriumglutamaat, dinatrium-5'-ribonucleotiden), kaliumchloride, uienpoeder, knoflookpoeder, johannesbroodpitmeel, gedroogde tomaat, kruiden, rode chilipeper, melasse poeder, kleurstof (paprika-extract)], antioxidanten (extracten van rozemarijn, ascorbinezuur, tocoferolrijk extract, citroenzuur). |100 Gram
553933|albert_heijn|None|Lay's Max roasted onion & sour cream|Lay's|None|185.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.39|2.39|||||None|||12.92 per KG|€||https://www.ah.nl/producten/product/wi553933/max-roasted-onion-en-sour-cream|31|None|Geribbelde aardappelchips met geroosterde ui- en zure roomsmaak Verpakt onder beschermende atmosfeer.||Koel en droog bewaren.|None|None|C|Non-Organic|None|None|Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, in wisselende hoeveelheden), geroosterde ui & zure roomsmaak [suiker, ui, zout, aroma (bevat LACTOSE, en natriumcaseïnaat (bevat MELK)), kaliumchloride, peterselie, specerijen], antioxidanten (rozemarijnextract, ascorbinezuur, tocoferolrijk extract, citroenzuur).|100 Gram
574572|albert_heijn|None|Lay's Naturel|Lay's|None|100.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|1.49|1.49|||||None|||14.9 per KG|€||https://www.ah.nl/producten/product/wi574572/naturel|29|None|Gezouten aardappelchips Geweldige smaak, minder zout** **25% minder zout dan gewone aardappelchips Verpakt onder beschermende atmosfeer.||Koel en droog bewaren.|None|None|C|Non-Organic|None|None|Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, in wisselende hoeveelheden), zout, antioxidanten (rozemarijnextract, ascorbinezuur, tocoferolrijk extract, citroenzuur).|100 Gram
436453|albert_heijn|None|Doritos Nacho cheese|Doritos|None|272.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.99|2.99|||||None|||10.99 per KG|€||https://www.ah.nl/producten/product/wi436453/nacho-cheese|22|None|Maïschips met kaassmaak Verpakt onder beschermende atmosfeer.||Koel en droog bewaren.|None|None|B|Non-Organic|None|None|Ingrediënten: maïs (73%), koolzaadolie, kaassmaak [weipoeder (MELK), aroma (MELK), zout, KARNEMELKPOEDER, kaaspoeder (MELK), tomatenpoeder, uienpoeder, kaliumchloride, suiker, knoflookpoeder, zuurteregelaars (citroenzuur, melkzuur), kleurstoffen (annatto bixin, karamel, paprika-extract), MELKEIWIT, specerijen, magere MELKPOEDER, smaakversterker (dinatrium-5'-ribonucleotide)], antioxidanten (extracten van rozemarijn, ascorbinezuur, tocoferolrijk extract, citroenzuur). Kan soja en tarwe (gluten) bevatten.|100 Gram
165198|albert_heijn|None|AH Kronkels paprika|AH|None|110.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|1.09|1.09|||||None|||9.91 per KG|€||https://www.ah.nl/producten/product/wi165198/kronkels-paprika|21|None|Aardappelzoutjes met paprikasmaak||Ten minste houdbaar tot en met: zie achterzijde. Vaak goed na deze datum. Kijk, ruik en proef. Donker en droog bewaren. De verpakking goed sluiten na gebruik.|None|None|D|Non-Organic|None|None|"Ingrediënten: 37% aardappelzetmeel, 29% aardappelpoeder, zonnebloemolie, gemodificeerd aardappelzetmeel, specerijen (ui, 0,7% paprika, 0,2% gerookte paprika, knoflook, zwarte peper), kaliumchloride (dieetzout), zout, suiker, rijstebloem, gistextract, dextrose, voedingszuur (citroenzuur [E330]), extract van paprika.
Waarvan toegevoegde suikers 1.4g per 100 gram en waarvan toegevoegd zout 1.33g per 100 gram"|100 Gram
413068|albert_heijn|None|Chio Heartbreakers paprika|Chio|None|125.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|1.99|1.99|||||None|||15.92 per KG|€||https://www.ah.nl/producten/product/wi413068/heartbreakers-paprika|29|None|AARDAPPEL-RIJSTSNACK MET PAPRIKA SMAAK||Droog en donker bewaren. Na openen beperkt houdbaar.|None|None|D|Non-Organic|None|None|INGREDIËNTEN: Aardappelpoeder 33%, zonnebloemolie, rijstmeel 15%, aardappelzetmeel, gemodificeerd aardappelzetmeel, suiker, zout, uipoeder, tomatenpoeder, gehydrolyseerd plantaardig eiwit, paprikapoeder, gistextract, specerijen, natuurlijk aroma, zuurteregelaar (natriumacetaten), kruiden, knoflookpoeder, kleurstof (paprika-extract).|100 Gram
448464|albert_heijn|None|AH Mini friet paprika|AH|None|150.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|0.99|0.99|||||None|||6.6 per KG|€||https://www.ah.nl/producten/product/wi448464/mini-friet-paprika|28|None|Aardappelsticks met paprikasmaak||Ten minste houdbaar tot en met: zie achterzijde. Vaak goed na deze datum. Kijk, ruik en proef. Koel, donker en droog bewaren.|None|None|D|Non-Organic|None|None|"Ingrediënten: 65% aardappel, 28% plantaardige olie (raap, zonnebloem [in wisselende verhoudingen]), specerijen (o.a. 0,5%, 0,3% gerookte paprika, suiker, zout, dextrose, gistextract, kaliumchloride (dieetzout), glucosestroop, tomatenpoeder, voedingszuur (citroenzuur [E330]), oregano, kleurstof (paprika-extract [E160c], curcumine [E100]), capsicumextract.
Waarvan toegevoegde suikers 2.2g per 100 gram en waarvan toegevoegd zout 1.02g per 100 gram"|100 Gram
516965|albert_heijn|None|Lay's Max patatje joppie|Lay's|None|185.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.39|2.39|||||None|||12.92 per KG|€||https://www.ah.nl/producten/product/wi516965/max-patatje-joppie|31|None|Geribbelde aardappelchips met Patatje Joppiesmaak Verpakt onder beschermende atmosfeer.||Koel en droog bewaren.|None|None|C|Non-Organic|None|None|Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, in wisselende hoeveelheden), patatje Joppiesmaak [suiker, aroma's (bevat MOSTERD), kaliumchloride, uienpoeder, fructose, paprika, zout, knoflookpoeder, specerijen, sheanootolie, zwarte peper], antioxidanten (extracten van rozemarijn, ascorbinezuur, tocoferolrijk extract, citroenzuur).|100 Gram
584982|albert_heijn|None|Lay's Classic mix 12-pack|Lay's|None|12.0|Stuks|Home|Producten|Borrel, chips, snacks|Chips|5.49|5.49|||||None||||€||https://www.ah.nl/producten/product/wi584982/classic-mix-12-pack|27|None|Aardappelchips met paprikasmaak 27.5g # Maïszoutje met kaassmaak 27.5g # Gezouten aardappelchips 27.5g Verpakt onder beschermende atmosfeer.||Koel en droog bewaren.|None|None|B|Non-Organic|None|None|Ingrediënten: Aardappelchips met paprikasmaak 27,5g e - Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, in wisselende hoeveelheden), paprikasmaak [suiker, zout, paprikapoeder, kaliumchloride, uienpoeder, aroma's, fructose, knoflookpoeder, kleurstof (paprika-extract), voedingszuur (citroenzuur), gerookte paprikapoeder], antioxidanten (extracten van rozemarijn, ascorbinezuur, tocoferolrijk extract, citroenzuur). Maïszoutje met kaassmaak 27,5g e - Ingrediënten: maïsbloem, zonnebloemolie, kaassmaak [weipermeaat (van MELK), weipoeder (van MELK), zout, natuurlijke aroma's (zwarte peper, rozemarijn, kurkuma, ROOM, KAAS), uienpoeder, tomaatpoeder, KAASPOEDER, knoflookpoeder, zuurteregelaars (citroenzuur, melkzuur), kleurstof (paprika-extract)], zout, suiker. Kan soja en tarwe (gluten) bevatten. Gezouten aardappelchips 27,5g e - Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, in wisselende hoeveelheden), zout, antioxidanten (extracten van rozemarijn, ascorbinezuur, tocoferolrijk extract, citroenzuur).|100 Gram
451524|albert_heijn|None|Chio Heartbreakers classic partypack|Chio|None|170.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.49|2.49|||||None|||14.65 per KG|€||https://www.ah.nl/producten/product/wi451524/heartbreakers-classic-partypack|29|None|Aardappel-rijstsnack||Droog en donker bewaren. Na openen beperkt hoiudbaar.|None|None|D|Non-Organic|None|None|INGREDIËNTEN: Aardappelpoeder 33%, zonnebloemolie, rijstmeel 15%, aardappelzetmeel, gemodificeerd aardappelzetmeel, zout, gedroogde glucosestroop, suiker, dextrose, gehydroliseerd plantaardig eiwit, gistextract, uienpoeder, kurkuma, tomatenpoeder, natuurlijk aroma, voedingszuur (citroenzuur, melkzuur), kleurstof (paprika extract).|100 Gram
460468|albert_heijn|None|AH Robuuste chips grof zeezout|AH|None|150.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.19|2.19|||||None|||14.6 per KG|€||https://www.ah.nl/producten/product/wi460468/robuuste-chips-grof-zeezout|27|None|Aardappelchips met zeezout||Ten minste houdbaar tot en met: zie achterzijde. Vaak goed na deze datum. Kijk, ruik en proef. Koel, donker en droog bewaren. De verpakking goed sluiten na gebruik.|None|None|D|Non-Organic|None|None|"Ingrediënten: 72% aardappel, plantaardige olie (raap, zonnebloem [in wisselende verhoudingen]), zeezout.
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 1.03g per 100 gram"|100 Gram
506600|albert_heijn|None|Cheetos Chipito kaas|Cheetos|None|125.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.25|2.25|||||None|||18 per KG|€||https://www.ah.nl/producten/product/wi506600/chipito-kaas|23|None|Maïszoutje met kaassmaak||Koel en droog bewaren.|None|None|D|Non-Organic|None|None|Ingrediënten: maïs, koolzaadolie, kaassmaak [weipoeder (van MELK), zout, natuurlijk aroma (bevat MELK, KAAS, lactose (van MELK)), smaakversterker (mononatriumglutamaat), kaliumchloride, suiker, MELKbestanddelen, zuurteregelaars (citroenzuur), kleurstof (paprika-extract)]. Dit product kan soja en tarwe (gluten) bevatten. |100 Gram
553860|albert_heijn|None|Lay's Ringlings onions & fine herbs|Lay's|None|125.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.49|2.49|||||None|||19.92 per KG|€||https://www.ah.nl/producten/product/wi553860/ringlings-onions-en-fine-herbs|29|None|Maïszoutje met ui-en fijne kruidensmaak Verpakt onder beschermende atmosfeer.||Koel en droog bewaren.|None|None|D|Non-Organic|None|None|Ingrediënten: maïsgries, koolzaadolie, ui- en fijne kruidensmaak [aroma (bevat SELDERIJ, peterselie, uienpoeder), MELKPOEDER, zout, smaakversterker (mononatrium glutamaat), dextrose], suiker, zout. Kan soja en tarwe (gluten) bevatten. |100 Gram
526359|albert_heijn|None|Croky Bolognese voordeel pack|Croky|None|300.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.59|2.59|||||None|||8.63 per KG|€||https://www.ah.nl/producten/product/wi526359/bolognese-voordeel-pack|29|None|Aardappelchips met bolognesesmaak. Verpakt onder beschermende atmosfeer.||Koel en droog bewaren|None|None|D|Non-Organic|None|None|Ingrediënten: aardappelen, zonnebloemolie, bolognesekruiding (maïsbloem, zout, SOJA-eiwithydrolysaat, dextrose, aroma, smaakversterker (mononatriumglutamaat), specerijen (0.25% ui), tomaatpoeder (0.25%), voedingszuur (citroenzuur), rookaroma, wortelpoeder).|100 Gram
526377|albert_heijn|None|Lay's Barbecue|Lay's|None|200.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.15|2.15|||||None|||10.75 per KG|€||https://www.ah.nl/producten/product/wi526377/barbecue|28|None|Aardappelchips met barbecue smaak Verpakt onder beschermende atmosfeer.||Koel en droog bewaren|None|None|C|Non-Organic|None|None|Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, maïs, in wisselende hoeveelheden), barbecue smaak [suiker, zout, aroma (bevat SOJA), paprikapoeder, dextrose, uipoeder, tomaatpoeder, knoflookpoeder, zuurteregelaars (appelzuur, citroenzuur), johannisbroodpitmeel, kleurstof (paprika-extract), gerookte maltodextrine, gerookte zonnebloemolie].|100 Gram
460300|albert_heijn|None|Proper Sea salt lentil chips|Proper|None|85.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.49|2.49|||||None|||29.29 per KG|€||https://www.ah.nl/producten/product/wi460300/sea-salt-lentil-chips|20.8|None|Linzenchips met zeezout. Verpakt onder een beschermende atmosfeer.|||None|None|D|Non-Organic|None|None|Ingrediënten: linzenmeel (30%), aardappelzetmeel, maïsmeel, zonnebloemolie, zout. Allergeneninformatie: gemaakt in een fabriek waar ook soja wordt verwerkt.|100 Gram
516961|albert_heijn|None|Lay's Max cheddar & onion|Lay's|None|185.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.39|2.39|||||None|||12.92 per KG|€||https://www.ah.nl/producten/product/wi516961/max-cheddar-en-onion|31|None|Geribbelde aardappelchips met cheddar kaas- en uismaak Verpakt onder beschermende atmosfeer.||Koel en droog bewaren.|None|None|C|Non-Organic|None|None|Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, in wisselende hoeveelheden), cheddar kaas- en uismaak [weipermeaat (van MELK), zout, suiker, aroma (bevat MELK), rijstebloem, uienpoeder, zuurteregelaars (citroenzuur, appelzuur), weiproteïne (van MELK), knoflookpoeder, cheddar kaaspoeder (van MELK), kleurstoffen (annatto bixin, paprika-extract), maltodextrine,weipoeder (van MELK), magere MELKPOEDER], antioxidanten (extracten van rozemarijn, ascorbinezuur, tocoferolrijk extract, citroenzuur).|100 Gram
574571|albert_heijn|None|Lay's Paprika|Lay's|None|100.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|1.49|1.49|||||None|||14.9 per KG|€||https://www.ah.nl/producten/product/wi574571/paprika|27|None|Aardappelchips met paprikasmaak Geweldige smaak, minder zout** **Minstens 25% minder zout dan gewone aardappelchips. Verpakt onder beschermende atmosfeer.||Koel en droog bewaren.|None|None|B|Non-Organic|None|None|Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, in wisselende hoeveelheden), paprikasmaak [suiker, zout, paprikapoeder, kaliumchloride, uienpoeder, aroma's, fructose, knoflookpoeder, kleurstof (paprika-extract), voedingszuur (citroenzuur), gerookte paprikapoeder], antioxidanten (extracten van rozemarijn, ascorbinezuur, tocoferolrijk extract, citroenzuur).|100 Gram
470034|albert_heijn|None|AH Biologisch Mango gedroogd|AH Biologisch|None|200.0|Gram|Home|Producten|Wholefoods|Fruit en bessen (superfoods)|4.99|4.99|||||None|||24.95 per KG|€||https://www.ah.nl/producten/product/wi470034/mango-gedroogd|0.9|None|Gedroogde mango Skal 001920 EU-bio-logo NL-BIO-01||Ten minste houdbaar tot en met: zie zijkant. Kijk, ruik en proef na deze datum. Koel, donker en droog bewaren. Na openen beperkt houdbaar.|None|None|D|Organic|None|None|"Ingrediënten: mango*.
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram
*Van biologische oorsprong. 
Niet-EU Landbouw"|100 Gram
526747|albert_heijn|None|Lay's Oven baked cheese & onion|Lay's|None|150.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.35|2.35||2.35|||None|||15.67 per KG|€||https://www.ah.nl/producten/product/wi526747/oven-baked-cheese-en-onion|13|None|Ovengebakken aardappelchips met kaas- en uiensmaak 50% less fat**  ** 50% minder vet dan gewone aardappelchips||Koel en droog bewaren.|None|None|B|Non-Organic|None|None|Ingrediënten: aardappelvlokken (64%), zetmeel (14%), zonnebloemolie, kaas en uiensmaak [weipermeaat (van MELK), zout, aroma's (bevat MELK), rijstebloem, uienpoeder, zuurteregelaars (citroenzuur, appelzuur), weiproteïne (van MELK), knoflookpoeder, cheddar kaaspoeder (van MELK), kleurstof (annatto bixin, paprika extract), maltodextrine, weipoeder (van MELK), magere MELKPOEDER], suiker, emulgator (lecithinen), kleurstof (annatto norbixin).|100 Gram
447643|albert_heijn|None|AH Luchtige pinda flips|AH|None|200.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|0.99|0.99|||||None|||4.95 per KG|€||https://www.ah.nl/producten/product/wi447643/luchtige-pinda-flips|31|None|Maïssnack met 34% pinda||Ten minste houdbaar tot en met: zie achterzijde. Vaak goed na deze datum. Kijk, ruik en proef. Donker en droog bewaren. De verpakking goed sluiten na gebruik.|None|None|D|Non-Organic|None|None|"Ingrediënten: 51% maïsgrut, pinda, zonnebloemolie, zout, kaliumchloride (dieetzout).
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 1.34g per 100 gram"|100 Gram
586940|albert_heijn|None|Lay's Roasted garlic & herbs|Lay's|None|185.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.39|2.39|||||None|||12.92 per KG|€||https://www.ah.nl/producten/product/wi586940/roasted-garlic-en-herbs|31|None|Geribbelde aardappelchips met geroosterde knoflook en kruidensmaak Verpakt onder beschermende atmosfeer.||Koel en droog bewaren|None|None|C|Non-Organic|None|None|Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, in wisselende hoeveelheden), geroosterde knoflook en kruidensmaak [natuurlijke aroma's, zout, suiker, zuurteregelaar (citroenzuur), marjolein, basilicum, tijmolie], antioxidanten (extracten van rozemarijn, ascorbinezuur, tocoferolrijk extract, citroenzuur).|100 Gram
457628|albert_heijn|None|Lay's Oven baked barbecue|Lay's|None|150.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.35|2.35||2.35|||None|||15.67 per KG|€||https://www.ah.nl/producten/product/wi457628/oven-baked-barbecue|13|None|Ovengebakken aardappelchips met barbecuesmaak 50% less fat**  ** 50% minder vet dan gewone aardappelchips||Koel en droog bewaren|None|None|B|Non-Organic|None|None|Ingrediënten: aardappelvlokken (63%), zetmeel (14%), zonnebloemolie, barbecuesmaak [suiker, zout, aroma's, dextrose, paprikapoeder, uienpoeder, kaliumchloride, tomatenpoeder, knoflookpoeder, zuurteregelaars (citroenzuur, appelzuur), peterselie, kleurstof (paprika-extract), gerookte maltodextrine & zonnebloemolie], suiker, emulgator (lecithinen), kleurstof (annatto norbixin).|100 Gram
447644|albert_heijn|None|AH Kaas smaak flips|AH|None|200.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|1.19|1.19|||||None|||5.95 per KG|€||https://www.ah.nl/producten/product/wi447644/kaas-smaak-flips|35|None|Maïszoutjes met 1,5% kaaspoeder||Ten minste houdbaar tot en met: zie achterzijde. Kijk, ruik en proef na deze datum. Donker en droog bewaren. De verpakking goed sluiten na gebruik.|None|None|E|Non-Organic|None|None|"Ingrediënten: 53% maïsgrut, zonnebloemolie, aroma, zout, melk, gistextract, vegetarisch weipoeder, voedingszuur (citroenzuur [E330]), rozemarijn, zuursel, microbieel stremsel.
Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 1.71g per 100 gram"|100 Gram
448462|albert_heijn|None|AH Chips cheese onion|AH|None|250.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|1.35|1.35|||||None|||5.4 per KG|€||https://www.ah.nl/producten/product/wi448462/chips-cheese-onion|29|None|Aardappelchips met kaas-uiensmaak met 0,4% kaaspoeder||Ten minste houdbaar tot en met: zie achterzijde. Vaak goed na deze datum. Kijk, ruik en proef. Donker en droog bewaren. De verpakking goed sluiten na gebruik.|None|None|D|Non-Organic|None|None|"Ingrediënten: 64% aardappel, 29% zonnebloemolie, 1,7% uienpoeder, lactose, zout, weipoeder, kaliumchloride (dieetzout), suiker, melk, natuurlijk aroma (melk), zuursel, smeltzout (natriumfosfaten [E339]), stremsel.
Waarvan toegevoegde suikers 1.8g per 100 gram en waarvan toegevoegd zout 1.30g per 100 gram"|100 Gram
442595|albert_heijn|None|Doritos Sweet chilli pepper|Doritos|None|272.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.99|2.99|||||None|||10.99 per KG|€||https://www.ah.nl/producten/product/wi442595/sweet-chilli-pepper|22|None|Maïschips met chilipepersmaak Verpakt onder beschermende atmosfeer.||Koel en droog bewaren.|None|None|B|Non-Organic|None|None|Ingrediënten: maïs (72%), koolzaadolie, zoete chilipepersmaak [suiker, aroma's, smaakversterkers (mononatriumglutamaat, dinatriumguanylaat), kaliumchloride, gehydrolyseerd plantaardig eiwit, paprikapoeder, uipoeder, knoflookpoeder, zout, voedingszuur (citroenzuur), cayennepeper, kleurstof (paprika-extract)], antioxidanten (ascorbinezuur, rozemarijnextract, tocoferolrijk extract, citroenzuur). Kan soja en tarwe (gluten) bevatten.|100 Gram
516966|albert_heijn|None|Lay's Max heinz tomato ketchup|Lay's|None|185.0|Gram|Home|Producten|Borrel, chips, snacks|Chips|2.39|2.39|||||None|||12.92 per KG|€||https://www.ah.nl/producten/product/wi516966/max-heinz-tomato-ketchup|31|None|Geribbelde aardappelchips met Heinz Tomato Ketchupsmaak Verpakt onder beschermende atmosfeer.||Koel en droog bewaren.|None|None|C|Non-Organic|None|None|Ingrediënten: aardappelen, plantaardige oliën (zonnebloem, koolzaad, in wisselende hoeveelheden), Heinz Tomato Ketchupsmaak [suiker, aroma's, weipoeder (van MELK), zout, tomatenpoeder, kaliumchloride, voedingszuur (citroenzuur), kleurstof (paprika-extract)], antioxidanten (extracten van rozemarijn, ascorbinezuur, tocoferolrijk extract, citroenzuur).|100 Gram
